Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
21.0,744,Малооблачно,З 3м/с,14.0,744.0,Переменная облачность,З 3м/с
19.0,745,Переменная облачность,СЗ 2м/с,11.0,747.0,Малооблачно,СЗ 2м/с
24.0,745,Переменная облачность,СЗ 4м/с,19.0,745.0,Переменная облачность,СЗ 4м/с
25.0,745,Переменная облачность,СЗ 2м/с,20.0,746.0,Малооблачно,СЗ 2м/с
25.0,746,Малооблачно,СЗ 1м/с,17.0,746.0,Малооблачно,СЗ 1м/с
23.0,746,Малооблачно,СЗ 3м/с,17.0,746.0,Ясно,СЗ 3м/с
19.0,745,Переменная облачность,С 2м/с,15.0,746.0,Ясно,С 2м/с
19.0,749,Переменная облачность,СЗ 3м/с,15.0,751.0,Переменная облачность,СЗ 3м/с
22.0,750,Переменная облачность,СВ 2м/с,16.0,752.0,Ясно,СВ 2м/с
24.0,752,Малооблачно,З 2м/с,19.0,751.0,Ясно,З 2м/с
31.0,750,Ясно,З 3м/с,25.0,749.0,Переменная облачность,З 3м/с
31.0,749,Ясно,З 2м/с,20.0,749.0,Ясно,З 2м/с
26.0,750,Малооблачно,С 2м/с,21.0,751.0,Ясно,С 2м/с
25.0,751,Малооблачно,З 1м/с,19.0,751.0,Ясно,З 1м/с
24.0,748,Переменная облачность,С 1м/с,21.0,747.0,Ясно,С 1м/с
24.0,746,Переменная облачность,С 2м/с,21.0,745.0,Малооблачно,С 2м/с
24.0,745,Переменная облачность,В 4м/с,18.0,746.0,Малооблачно,В 4м/с
26.0,747,Переменная облачность,В 2м/с,21.0,747.0,Малооблачно,В 2м/с
31.0,748,Малооблачно,В 2м/с,26.0,748.0,Переменная облачность,В 2м/с
31.0,746,Переменная облачность,В 3м/с,27.0,746.0,Переменная облачность,В 3м/с
35.0,741,Переменная облачность,Ю 3м/с,24.0,741.0,Малооблачно,Ю 3м/с
29.0,742,Малооблачно,З 3м/с,22.0,743.0,Ясно,З 3м/с
27.0,743,Малооблачно,СЗ 2м/с,21.0,745.0,Ясно,СЗ 2м/с
27.0,746,Малооблачно,С 2м/с,19.0,747.0,Ясно,С 2м/с
28.0,748,Малооблачно,З 2м/с,19.0,749.0,Ясно,З 2м/с
26.0,748,Ясно,ЮВ 1м/с,18.0,748.0,Ясно,ЮВ 1м/с
29.0,748,Ясно,СЗ 1м/с,26.0,745.0,Ясно,СЗ 1м/с
37.0,742,Малооблачно,З 2м/с,33.0,740.0,Переменная облачность,З 2м/с
33.0,739,Малооблачно,З 2м/с,25.0,741.0,Ясно,З 2м/с
28.0,747,Переменная облачность,З 2м/с,25.0,747.0,Малооблачно,З 2м/с
22.0,749,Переменная облачность,ЮЗ 1м/с,21.0,749.0,Переменная облачность,ЮЗ 1м/с
23.0,747,Переменная облачность,С 1м/с,21.0,748.0,Ясно,С 1м/с
22.0,748,Малооблачно,СЗ 1м/с,20.0,748.0,Переменная облачность,СЗ 1м/с
27.0,746,Малооблачно,СЗ 2м/с,18.0,746.0,Ясно,СЗ 2м/с
27.0,746,Переменная облачность,З 2м/с,19.0,746.0,Ясно,З 2м/с
23.0,750,Ясно,СВ 2м/с,18.0,751.0,Ясно,СВ 2м/с
24.0,751,Ясно,В 2м/с,20.0,750.0,Ясно,В 2м/с
21.0,747,Переменная облачность,В 2м/с,16.0,746.0,Переменная облачность,В 2м/с
22.0,748,Переменная облачность,СЗ 1м/с,13.0,747.0,Ясно,СЗ 1м/с
19.0,745,Малооблачно,СВ 1м/с,16.0,742.0,Малооблачно,СВ 1м/с
19.0,740,Переменная облачность,З 6м/с,15.0,744.0,Ясно,З 6м/с
20.0,746,Переменная облачность,ЮЗ 3м/с,13.0,747.0,Переменная облачность,ЮЗ 3м/с
17.0,749,Переменная облачность,З 3м/с,12.0,751.0,Пасмурно,З 3м/с
20.0,755,Переменная облачность,СЗ 2м/с,15.0,756.0,Ясно,СЗ 2м/с
20.0,757,Малооблачно,С 2м/с,16.0,757.0,Ясно,С 2м/с
23.0,754,Малооблачно,СЗ 1м/с,19.0,752.0,Переменная облачность,СЗ 1м/с
19.0,750,Переменная облачность,СЗ 2м/с,15.0,750.0,Малооблачно,СЗ 2м/с
19.0,751,Переменная облачность,С 1м/с,10.0,751.0,Ясно,С 1м/с
22.0,749,Переменная облачность,СЗ 2м/с,12.0,749.0,Ясно,СЗ 2м/с
22.0,750,Малооблачно,СЗ 1м/с,13.0,751.0,Переменная облачность,СЗ 1м/с
19.0,753,Переменная облачность,СВ 2м/с,14.0,754.0,Ясно,СВ 2м/с
18.0,755,Ясно,В 1м/с,13.0,755.0,Ясно,В 1м/с
21.0,756,Ясно,В 1м/с,15.0,757.0,Ясно,В 1м/с
21.0,758,Ясно,В 2м/с,17.0,758.0,Ясно,В 2м/с
25.0,757,Ясно,З 1м/с,17.0,756.0,Переменная облачность,З 1м/с
23.0,754,Ясно,З 2м/с,11.0,753.0,Ясно,З 2м/с
24.0,752,Малооблачно,З 2м/с,18.0,752.0,Ясно,З 2м/с
22.0,751,Малооблачно,З 1м/с,14.0,750.0,Ясно,З 1м/с
13.0,748,Переменная облачность,СЗ 4м/с,7.0,751.0,Ясно,СЗ 4м/с
9.0,753,Переменная облачность,СЗ 3м/с,7.0,753.0,Переменная облачность,СЗ 3м/с
9.0,757,Переменная облачность,СЗ 2м/с,7.0,759.0,Пасмурно,СЗ 2м/с
14.0,760,Ясно,ЮЗ 3м/с,6.0,759.0,Ясно,ЮЗ 3м/с
17.0,756,Ясно,ЮЗ 2м/с,7.0,756.0,Ясно,ЮЗ 2м/с
20.0,754,Ясно,З 2м/с,10.0,754.0,Ясно,З 2м/с
20.0,752,Малооблачно,ЮВ 1м/с,10.0,752.0,Ясно,ЮВ 1м/с
17.0,749,Переменная облачность,В 2м/с,14.0,747.0,Ясно,В 2м/с
24.0,743,Ясно,В 2м/с,17.0,743.0,Ясно,В 2м/с
16.0,745,Малооблачно,Ш,13.0,746.0,Ясно,Ш
17.0,749,Переменная облачность,СЗ 1м/с,14.0,750.0,Ясно,СЗ 1м/с
19.0,750,Малооблачно,ЮВ 1м/с,15.0,749.0,Переменная облачность,ЮВ 1м/с
18.0,748,Переменная облачность,З 2м/с,13.0,749.0,Переменная облачность,З 2м/с
16.0,749,Переменная облачность,СЗ 1м/с,11.0,749.0,Переменная облачность,СЗ 1м/с
14.0,744,Переменная облачность,З 2м/с,12.0,741.0,Переменная облачность,З 2м/с
8.0,743,Пасмурно,З 3м/с,6.0,744.0,Переменная облачность,З 3м/с
3.0,747,Пасмурно,СЗ 3м/с,4.0,748.0,Пасмурно,СЗ 3м/с
6.0,749,Переменная облачность,СЗ 3м/с,2.0,749.0,Ясно,СЗ 3м/с
9.0,747,Переменная облачность,СЗ 2м/с,3.0,749.0,Переменная облачность,СЗ 2м/с
6.0,755,Переменная облачность,С 1м/с,3.0,757.0,Переменная облачность,С 1м/с
6.0,761,Переменная облачность,СЗ 1м/с,5.0,761.0,Малооблачно,СЗ 1м/с
8.0,761,Малооблачно,СЗ 3м/с,4.0,760.0,Ясно,СЗ 3м/с
4.0,762,Малооблачно,СЗ 2м/с,3.0,762.0,Пасмурно,СЗ 2м/с
9.0,761,Ясно,З 2м/с,5.0,760.0,Ясно,З 2м/с
13.0,756,Переменная облачность,З 4м/с,12.0,755.0,Пасмурно,З 4м/с
19.0,749,Переменная облачность,З 4м/с,14.0,751.0,Переменная облачность,З 4м/с
15.0,752,Малооблачно,З 2м/с,9.0,752.0,Ясно,З 2м/с
19.0,748,Ясно,З 3м/с,15.0,747.0,Ясно,З 3м/с
15.0,747,Переменная облачность,СЗ 2м/с,11.0,749.0,Малооблачно,СЗ 2м/с
13.0,749,Малооблачно,З 2м/с,12.0,748.0,Ясно,З 2м/с
17.0,743,Малооблачно,ЮЗ 3м/с,13.0,744.0,Ясно,ЮЗ 3м/с
17.0,738,Переменная облачность,ЮВ 1м/с,14.0,736.0,Пасмурно,ЮВ 1м/с
2.0,739,Пасмурно,СЗ 2м/с,0.0,740.0,Пасмурно,СЗ 2м/с
-2.0,745,Пасмурно,СЗ 3м/с,-4.0,748.0,Переменная облачность,СЗ 3м/с
-1.0,745,Переменная облачность,Ю 2м/с,-2.0,740.0,Пасмурно,Ю 2м/с
3.0,737,Пасмурно,В 2м/с,4.0,735.0,Ясно,В 2м/с
1.0,738,Переменная облачность,З 3м/с,-4.0,742.0,Пасмурно,З 3м/с
-6.0,748,Переменная облачность,З 4м/с,-9.0,750.0,Переменная облачность,З 4м/с
-6.0,755,Переменная облачность,СЗ 3м/с,-7.0,756.0,Переменная облачность,СЗ 3м/с
-5.0,758,Пасмурно,С 2м/с,-6.0,759.0,Пасмурно,С 2м/с
-5.0,764,Переменная облачность,СЗ 2м/с,-5.0,764.0,Малооблачно,СЗ 2м/с
2.0,762,Ясно,З 3м/с,1.0,761.0,Малооблачно,З 3м/с
3.0,756,Пасмурно,З 4м/с,3.0,755.0,Пасмурно,З 4м/с
7.0,755,Малооблачно,З 2м/с,5.0,756.0,Пасмурно,З 2м/с
7.0,757,Пасмурно,Ю 1м/с,6.0,756.0,Пасмурно,Ю 1м/с
8.0,752,Переменная облачность,ЮЗ 3м/с,6.0,751.0,Пасмурно,ЮЗ 3м/с
4.0,745,Малооблачно,Ш,2.0,744.0,Ясно,Ш
2.0,745,Пасмурно,СВ 3м/с,1.0,746.0,Переменная облачность,СВ 3м/с
4.0,750,Малооблачно,СВ 1м/с,2.0,752.0,Ясно,СВ 1м/с
-1.0,753,Пасмурно,С 1м/с,-2.0,752.0,Пасмурно,С 1м/с
4.0,751,Малооблачно,ЮЗ 1м/с,2.0,751.0,Ясно,ЮЗ 1м/с
1.0,753,Малооблачно,СЗ 1м/с,0.0,754.0,Пасмурно,СЗ 1м/с
4.0,755,Пасмурно,З 1м/с,3.0,756.0,Пасмурно,З 1м/с
4.0,755,Пасмурно,ЮЗ 2м/с,5.0,755.0,Пасмурно,ЮЗ 2м/с
4.0,757,Пасмурно,ЮЗ 2м/с,5.0,758.0,Ясно,ЮЗ 2м/с
6.0,759,Малооблачно,З 2м/с,4.0,763.0,Пасмурно,З 2м/с
2.0,766,Пасмурно,З 1м/с,2.0,766.0,Малооблачно,З 1м/с
4.0,761,Переменная облачность,ЮЗ 2м/с,3.0,760.0,Переменная облачность,ЮЗ 2м/с
5.0,759,Пасмурно,З 2м/с,2.0,759.0,Малооблачно,З 2м/с
2.0,759,Пасмурно,СЗ 1м/с,2.0,760.0,Пасмурно,СЗ 1м/с
-1.0,759,Пасмурно,СЗ 1м/с,-4.0,759.0,Малооблачно,СЗ 1м/с
-8.0,762,Переменная облачность,С 1м/с,-9.0,763.0,Ясно,С 1м/с
-6.0,765,Ясно,Ш,-9.0,765.0,Ясно,Ш
-6.0,766,Переменная облачность,З 2м/с,-9.0,766.0,Ясно,З 2м/с
-6.0,765,Переменная облачность,З 2м/с,-8.0,771.0,Пасмурно,З 2м/с
-4.0,762,Пасмурно,С 1м/с,-3.0,762.0,Пасмурно,С 1м/с
-1.0,762,Переменная облачность,СЗ 1м/с,-1.0,762.0,Пасмурно,СЗ 1м/с
-1.0,757,Ясно,З 2м/с,-4.0,755.0,Ясно,З 2м/с
-3.0,756,Переменная облачность,С 2м/с,-8.0,761.0,Переменная облачность,С 2м/с
-11.0,770,Ясно,ЮВ 1м/с,-13.0,770.0,Ясно,ЮВ 1м/с
-7.0,767,Переменная облачность,З 3м/с,-10.0,766.0,Ясно,З 3м/с
-7.0,760,Ясно,З 3м/с,-9.0,759.0,Ясно,З 3м/с
-8.0,763,Пасмурно,Ю 1м/с,-8.0,763.0,Пасмурно,Ю 1м/с
-8.0,766,Пасмурно,В 1м/с,-8.0,766.0,Пасмурно,В 1м/с
-5.0,765,Переменная облачность,СВ 1м/с,-5.0,764.0,Переменная облачность,СВ 1м/с
-7.0,759,Переменная облачность,В 1м/с,-9.0,758.0,Ясно,В 1м/с
-7.0,753,Переменная облачность,З 2м/с,-7.0,752.0,Переменная облачность,З 2м/с
-13.0,754,Ясно,С 1м/с,-16.0,756.0,Ясно,С 1м/с
-12.0,755,Ясно,З 4м/с,-9.0,750.0,Пасмурно,З 4м/с
-4.0,746,Пасмурно,З 4м/с,-3.0,744.0,Пасмурно,З 4м/с
-4.0,752,Переменная облачность,СЗ 2м/с,-12.0,756.0,Малооблачно,СЗ 2м/с
-11.0,765,Ясно,З 1м/с,-11.0,764.0,Ясно,З 1м/с
-4.0,762,Ясно,З 5м/с,-8.0,764.0,Ясно,З 5м/с
-11.0,764,Ясно,В 3м/с,-11.0,763.0,Пасмурно,В 3м/с
-9.0,763,Пасмурно,ЮВ 2м/с,-8.0,763.0,Пасмурно,ЮВ 2м/с
-3.0,762,Ясно,ЮЗ 1м/с,-5.0,761.0,Малооблачно,ЮЗ 1м/с
-7.0,758,Ясно,В 2м/с,-6.0,758.0,Переменная облачность,В 2м/с
-5.0,755,Пасмурно,ЮВ 2м/с,-1.0,754.0,Пасмурно,ЮВ 2м/с
-5.0,752,Пасмурно,В 2м/с,-3.0,752.0,Пасмурно,В 2м/с
-2.0,754,Ясно,ЮЗ 1м/с,-3.0,755.0,Переменная облачность,ЮЗ 1м/с
-3.0,757,Пасмурно,Ш,-2.0,759.0,Пасмурно,Ш
-3.0,759,Пасмурно,ЮВ 1м/с,-4.0,760.0,Пасмурно,ЮВ 1м/с
-7.0,759,Пасмурно,ЮВ 1м/с,-6.0,758.0,Пасмурно,ЮВ 1м/с
-5.0,752,Пасмурно,Ю 2м/с,-4.0,751.0,Пасмурно,Ю 2м/с
-2.0,748,Пасмурно,З 1м/с,-4.0,748.0,Ясно,З 1м/с
-2.0,746,Переменная облачность,Ю 3м/с,-1.0,743.0,Пасмурно,Ю 3м/с
1.0,744,Малооблачно,З 3м/с,-1.0,745.0,Малооблачно,З 3м/с
0.0,739,Пасмурно,З 1м/с,-1.0,740.0,Переменная облачность,З 1м/с
-4.0,740,Малооблачно,ЮВ 1м/с,-2.0,737.0,Пасмурно,ЮВ 1м/с
0.0,727,Пасмурно,ЮЗ 2м/с,-3.0,729.0,Пасмурно,ЮЗ 2м/с
-6.0,737,Пасмурно,ЮЗ 2м/с,-7.0,732.0,Пасмурно,ЮЗ 2м/с
-11.0,744,Переменная облачность,З 3м/с,-13.0,749.0,Ясно,З 3м/с
-13.0,756,Ясно,З 2м/с,-17.0,758.0,Ясно,З 2м/с
-9.0,750,Переменная облачность,В 5м/с,-7.0,745.0,Пасмурно,В 5м/с
-9.0,742,Ясно,З 4м/с,-13.0,747.0,Ясно,З 4м/с
-12.0,746,Пасмурно,В 3м/с,-10.0,740.0,Пасмурно,В 3м/с
-15.0,751,Малооблачно,СЗ 2м/с,-19.0,750.0,Ясно,СЗ 2м/с
-14.0,743,Пасмурно,З 2м/с,-12.0,744.0,Пасмурно,З 2м/с
-7.0,743,Переменная облачность,Ю 2м/с,-7.0,740.0,Пасмурно,Ю 2м/с
-1.0,733,Пасмурно,ЮЗ 2м/с,0.0,733.0,Пасмурно,ЮЗ 2м/с
0.0,735,Переменная облачность,ЮЗ 2м/с,0.0,735.0,Переменная облачность,ЮЗ 2м/с
-3.0,738,Пасмурно,ЮЗ 3м/с,-2.0,737.0,Пасмурно,ЮЗ 3м/с
-6.0,741,Пасмурно,СЗ 2м/с,-12.0,745.0,Пасмурно,СЗ 2м/с
-22.0,750,Малооблачно,С 1м/с,-27.0,752.0,Ясно,С 1м/с
-22.0,752,Ясно,З 1м/с,-21.0,750.0,Ясно,З 1м/с
-13.0,746,Пасмурно,З 3м/с,-12.0,745.0,Переменная облачность,З 3м/с
-9.0,744,Пасмурно,Ю 3м/с,-5.0,745.0,Пасмурно,Ю 3м/с
-10.0,741,Малооблачно,ЮВ 4м/с,-8.0,737.0,Малооблачно,ЮВ 4м/с
-1.0,738,Малооблачно,ЮЗ 2м/с,-1.0,739.0,Переменная облачность,ЮЗ 2м/с
-1.0,742,Переменная облачность,З 3м/с,-3.0,740.0,Пасмурно,З 3м/с
1.0,746,Переменная облачность,З 3м/с,2.0,746.0,Переменная облачность,З 3м/с
2.0,751,Переменная облачность,ЮЗ 1м/с,-2.0,751.0,Переменная облачность,ЮЗ 1м/с
-3.0,749,Переменная облачность,СЗ 1м/с,-1.0,752.0,Пасмурно,СЗ 1м/с
-3.0,756,Ясно,З 1м/с,-8.0,756.0,Ясно,З 1м/с
-8.0,752,Пасмурно,З 2м/с,-5.0,752.0,Пасмурно,З 2м/с
-1.0,749,Малооблачно,З 1м/с,-1.0,749.0,Малооблачно,З 1м/с
-3.0,754,Переменная облачность,СЗ 3м/с,-11.0,758.0,Ясно,СЗ 3м/с
-13.0,760,Ясно,СЗ 1м/с,-16.0,759.0,Ясно,СЗ 1м/с
-12.0,759,Ясно,С 2м/с,-17.0,762.0,Ясно,С 2м/с
-15.0,770,Ясно,З 1м/с,-20.0,771.0,Ясно,З 1м/с
-17.0,771,Ясно,ЮВ 1м/с,-20.0,771.0,Ясно,ЮВ 1м/с
-15.0,772,Ясно,Ю 2м/с,-17.0,771.0,Ясно,Ю 2м/с
-18.0,767,Ясно,В 2м/с,-21.0,766.0,Ясно,В 2м/с
-17.0,763,Ясно,В 3м/с,-19.0,762.0,Ясно,В 3м/с
-17.0,757,Переменная облачность,В 2м/с,-17.0,757.0,Ясно,В 2м/с
-17.0,754,Переменная облачность,ЮВ 2м/с,-18.0,754.0,Ясно,ЮВ 2м/с
-16.0,754,Переменная облачность,ЮВ 2м/с,-16.0,754.0,Пасмурно,ЮВ 2м/с
-9.0,756,Переменная облачность,ЮВ 2м/с,-10.0,756.0,Пасмурно,ЮВ 2м/с
-9.0,755,Малооблачно,В 3м/с,-12.0,754.0,Ясно,В 3м/с
-5.0,747,Пасмурно,ЮВ 3м/с,-4.0,747.0,Пасмурно,ЮВ 3м/с
-5.0,748,Пасмурно,ЮВ 3м/с,-6.0,748.0,Пасмурно,ЮВ 3м/с
-6.0,748,Пасмурно,ЮВ 3м/с,-6.0,748.0,Пасмурно,ЮВ 3м/с
-2.0,748,Переменная облачность,З 3м/с,-3.0,750.0,Переменная облачность,З 3м/с
-5.0,751,Пасмурно,Ю 2м/с,-6.0,748.0,Пасмурно,Ю 2м/с
-7.0,740,Ясно,С 2м/с,-11.0,739.0,Ясно,С 2м/с
-10.0,738,Ясно,З 1м/с,-13.0,740.0,Переменная облачность,З 1м/с
-5.0,740,Пасмурно,Ю 3м/с,-4.0,742.0,Пасмурно,Ю 3м/с
-2.0,750,Пасмурно,Ю 2м/с,-4.0,751.0,Переменная облачность,Ю 2м/с
-7.0,752,Ясно,З 2м/с,-10.0,751.0,Переменная облачность,З 2м/с
-4.0,754,Переменная облачность,ЮЗ 3м/с,-7.0,754.0,Пасмурно,ЮЗ 3м/с
-5.0,753,Переменная облачность,З 2м/с,-4.0,754.0,Переменная облачность,З 2м/с
3.0,757,Малооблачно,СЗ 1м/с,-6.0,756.0,Ясно,СЗ 1м/с
-5.0,748,Пасмурно,ЮЗ 2м/с,-6.0,746.0,Переменная облачность,ЮЗ 2м/с
-10.0,752,Переменная облачность,С 3м/с,-12.0,755.0,Ясно,С 3м/с
-11.0,761,Ясно,С 1м/с,-15.0,763.0,Ясно,С 1м/с
-9.0,759,Ясно,ЮЗ 1м/с,-17.0,756.0,Ясно,ЮЗ 1м/с
-10.0,749,Ясно,З 1м/с,-12.0,750.0,Ясно,З 1м/с
-9.0,751,Ясно,З 3м/с,-11.0,750.0,Ясно,З 3м/с
-4.0,750,Пасмурно,З 3м/с,-4.0,751.0,Малооблачно,З 3м/с
0.0,756,Малооблачно,Ю 2м/с,0.0,756.0,Пасмурно,Ю 2м/с
2.0,758,Ясно,З 3м/с,-3.0,759.0,Ясно,З 3м/с
4.0,762,Ясно,З 1м/с,-6.0,763.0,Ясно,З 1м/с
2.0,765,Ясно,ЮВ 1м/с,-6.0,766.0,Ясно,ЮВ 1м/с
-2.0,767,Ясно,ЮВ 2м/с,-6.0,767.0,Ясно,ЮВ 2м/с
-6.0,764,Пасмурно,Ю 1м/с,-7.0,764.0,Пасмурно,Ю 1м/с
-4.0,761,Ясно,ЮВ 1м/с,-6.0,761.0,Ясно,ЮВ 1м/с
-2.0,758,Ясно,В 3м/с,-5.0,758.0,Ясно,В 3м/с
-2.0,756,Ясно,ЮВ 2м/с,-6.0,756.0,Ясно,ЮВ 2м/с
-3.0,755,Ясно,В 2м/с,-6.0,755.0,Ясно,В 2м/с
-2.0,752,Ясно,В 1м/с,-8.0,752.0,Ясно,В 1м/с
-8.0,755,Ясно,ЮВ 2м/с,-11.0,756.0,Ясно,ЮВ 2м/с
-6.0,758,Ясно,ЮВ 1м/с,-11.0,759.0,Ясно,ЮВ 1м/с
-7.0,758,Ясно,В 1м/с,-10.0,758.0,Ясно,В 1м/с
-3.0,758,Ясно,З 1м/с,-10.0,758.0,Ясно,З 1м/с
-2.0,754,Пасмурно,ЮЗ 2м/с,-1.0,752.0,Переменная облачность,ЮЗ 2м/с
4.0,752,Пасмурно,С 2м/с,2.0,756.0,Ясно,С 2м/с
4.0,759,Переменная облачность,ЮЗ 2м/с,2.0,758.0,Переменная облачность,ЮЗ 2м/с
3.0,759,Ясно,ЮЗ 2м/с,1.0,760.0,Переменная облачность,ЮЗ 2м/с
4.0,765,Ясно,СВ 3м/с,0.0,767.0,Ясно,СВ 3м/с
7.0,768,Ясно,СЗ 2м/с,3.0,768.0,Ясно,СЗ 2м/с
6.0,764,Ясно,СЗ 2м/с,1.0,764.0,Ясно,СЗ 2м/с
1.0,768,Ясно,СВ 3м/с,-2.0,770.0,Ясно,СВ 3м/с
5.0,770,Ясно,СЗ 1м/с,-1.0,769.0,Ясно,СЗ 1м/с
6.0,765,Ясно,З 2м/с,-2.0,764.0,Ясно,З 2м/с
9.0,760,Ясно,СЗ 1м/с,-1.0,759.0,Ясно,СЗ 1м/с
5.0,754,Ясно,Ю 2м/с,0.0,752.0,Ясно,Ю 2м/с
2.0,746,Малооблачно,Ю 2м/с,-2.0,743.0,Пасмурно,Ю 2м/с
2.0,741,Переменная облачность,ЮЗ 2м/с,2.0,740.0,Пасмурно,ЮЗ 2м/с
-2.0,747,Пасмурно,С 2м/с,-5.0,750.0,Ясно,С 2м/с
-2.0,749,Переменная облачность,ЮЗ 4м/с,-2.0,748.0,Пасмурно,ЮЗ 4м/с
5.0,749,Ясно,З 4м/с,3.0,752.0,Пасмурно,З 4м/с
1.0,758,Пасмурно,В 3м/с,-2.0,759.0,Переменная облачность,В 3м/с
-1.0,765,Ясно,СВ 4м/с,-3.0,767.0,Ясно,СВ 4м/с
1.0,770,Малооблачно,В 2м/с,-3.0,771.0,Ясно,В 2м/с
-1.0,772,Малооблачно,ЮВ 2м/с,-4.0,770.0,Ясно,ЮВ 2м/с
-1.0,765,Ясно,ЮВ 3м/с,-4.0,764.0,Ясно,ЮВ 3м/с
3.0,761,Ясно,ЮВ 2м/с,0.0,759.0,Ясно,ЮВ 2м/с
6.0,755,Ясно,В 2м/с,0.0,755.0,Ясно,В 2м/с
4.0,753,Ясно,ЮВ 3м/с,0.0,753.0,Ясно,ЮВ 3м/с
5.0,750,Ясно,В 4м/с,1.0,750.0,Ясно,В 4м/с
0.0,752,Пасмурно,В 2м/с,1.0,752.0,Переменная облачность,В 2м/с
1.0,751,Пасмурно,В 2м/с,0.0,749.0,Пасмурно,В 2м/с
6.0,752,Переменная облачность,ЮЗ 3м/с,4.0,753.0,Ясно,ЮЗ 3м/с
9.0,753,Малооблачно,ЮЗ 3м/с,6.0,753.0,Пасмурно,ЮЗ 3м/с
9.0,749,Переменная облачность,В 3м/с,5.0,745.0,Переменная облачность,В 3м/с
8.0,737,Пасмурно,ЮЗ 3м/с,6.0,738.0,Пасмурно,ЮЗ 3м/с
8.0,746,Пасмурно,З 2м/с,6.0,746.0,Малооблачно,З 2м/с
10.0,745,Переменная облачность,З 4м/с,7.0,746.0,Малооблачно,З 4м/с
10.0,754,Ясно,СЗ 3м/с,2.0,755.0,Ясно,СЗ 3м/с
14.0,753,Ясно,Ю 3м/с,10.0,752.0,Ясно,Ю 3м/с
15.0,747,Ясно,Ю 2м/с,11.0,746.0,Ясно,Ю 2м/с
17.0,743,Ясно,Ю 3м/с,5.0,745.0,Пасмурно,Ю 3м/с
13.0,743,Пасмурно,ЮЗ 3м/с,8.0,743.0,Ясно,ЮЗ 3м/с
14.0,738,Малооблачно,З 5м/с,10.0,740.0,Переменная облачность,З 5м/с
11.0,740,Малооблачно,З 2м/с,7.0,740.0,Ясно,З 2м/с
10.0,737,Переменная облачность,В 2м/с,7.0,737.0,Малооблачно,В 2м/с
3.0,733,Пасмурно,З 5м/с,4.0,737.0,Ясно,З 5м/с
6.0,740,Пасмурно,З 2м/с,4.0,742.0,Ясно,З 2м/с
7.0,740,Пасмурно,Ш,1.0,739.0,Ясно,Ш
7.0,740,Пасмурно,ЮЗ 5м/с,6.0,740.0,Пасмурно,ЮЗ 5м/с
11.0,736,Малооблачно,З 4м/с,8.0,740.0,Ясно,З 4м/с
10.0,740,Пасмурно,Ю 2м/с,6.0,740.0,Пасмурно,Ю 2м/с
10.0,746,Пасмурно,СЗ 4м/с,5.0,748.0,Малооблачно,СЗ 4м/с
9.0,747,Пасмурно,З 1м/с,9.0,749.0,Пасмурно,З 1м/с
13.0,753,Малооблачно,В 3м/с,13.0,752.0,Малооблачно,В 3м/с
25.0,752,Малооблачно,З 2м/с,18.0,754.0,Малооблачно,З 2м/с
25.0,752,Пасмурно,Ю 2м/с,20.0,752.0,Ясно,Ю 2м/с
23.0,752,Переменная облачность,ЮВ 1м/с,18.0,752.0,Пасмурно,ЮВ 1м/с
23.0,750,Малооблачно,В 2м/с,18.0,750.0,Пасмурно,В 2м/с
23.0,746,Малооблачно,В 2м/с,18.0,745.0,Переменная облачность,В 2м/с
24.0,741,Малооблачно,СЗ 2м/с,17.0,742.0,Ясно,СЗ 2м/с
21.0,745,Ясно,СЗ 2м/с,14.0,747.0,Малооблачно,СЗ 2м/с
18.0,746,Ясно,СВ 3м/с,16.0,746.0,Пасмурно,СВ 3м/с
12.0,746,Пасмурно,СВ 2м/с,11.0,746.0,Малооблачно,СВ 2м/с
18.0,743,Малооблачно,СВ 2м/с,13.0,743.0,Ясно,СВ 2м/с
8.0,743,Пасмурно,С 2м/с,5.0,744.0,Пасмурно,С 2м/с
15.0,748,Малооблачно,С 2м/с,12.0,750.0,Переменная облачность,С 2м/с
18.0,755,Малооблачно,З 2м/с,14.0,755.0,Ясно,З 2м/с
19.0,754,Малооблачно,Ю 1м/с,13.0,753.0,Малооблачно,Ю 1м/с
19.0,750,Малооблачно,СЗ 1м/с,16.0,749.0,Малооблачно,СЗ 1м/с
15.0,746,Малооблачно,В 2м/с,12.0,746.0,Пасмурно,В 2м/с
20.0,745,Малооблачно,З 2м/с,17.0,744.0,Ясно,З 2м/с
15.0,739,Малооблачно,ЮЗ 2м/с,12.0,738.0,Переменная облачность,ЮЗ 2м/с
15.0,736,Пасмурно,З 3м/с,11.0,736.0,Пасмурно,З 3м/с
10.0,737,Пасмурно,З 3м/с,9.0,738.0,Пасмурно,З 3м/с
12.0,740,Переменная облачность,З 2м/с,8.0,742.0,Ясно,З 2м/с
16.0,746,Переменная облачность,З 2м/с,13.0,746.0,Пасмурно,З 2м/с
19.0,750,Переменная облачность,С 2м/с,16.0,752.0,Ясно,С 2м/с
26.0,752,Малооблачно,СЗ 3м/с,15.0,752.0,Ясно,СЗ 3м/с
28.0,750,Малооблачно,З 2м/с,21.0,749.0,Ясно,З 2м/с
29.0,749,Малооблачно,ЮЗ 3м/с,20.0,749.0,Ясно,ЮЗ 3м/с
